id,word,fre,trans
1,eu,6.37466357,欧盟
3,i,4.999446965,我
4,we,4.907274269,我们
5,he,4.534896582,他
8,they,3.900748442,他们
10,vote,3.565239833,投票
11,leave,3.473067139,离开
12,people,3.115437083,人民
13,more,3.074881097,更
14,referendum,3.041698927,公投
15,been,3.015890573,曾经
16,brexit,2.934778601,脱欧
17,their,2.868414261,他们的
18,who,2.824171367,谁
19,his,2.728311765,他的
20,our,2.684068871,我们的
21,uk,2.654573609,英国
22,you,2.643512886,你
23,remain,2.643512886,留欧
24,all,2.625078347,全部
30,what,2.215831582,什么
31,its,2.18633632,它的
32,campaign,1.998304022,活动
33,european,1.972495668,欧洲人
34,europe,1.943000406,欧洲
36,can,1.725472846,能够
37,when,1.640673967,何时
40,also,1.55218818,也
41,british,1.537440549,英国的
42,some,1.526379825,有些
43,now,1.456328577,现在
45,country,1.415772592,国家
46,many,1.378903514,许多
47,just,1.364155882,只是
48,time,1.327286805,时间
49,other,1.323599897,其他
50,my,1.308852266,我的
51,like,1.283043911,像
52,most,1.283043911,多数
53,how,1.26829628,如何
55,cameron,1.212992663,卡梅伦
56,only,1.205618847,只有
57,should,1.20193194,应该
58,political,1.179810493,政治
59,it's,1.176123585,它的
60,much,1.176123585,很多
61,last,1.154002138,最后
62,way,1.135567599,途径
63,voters,1.131880692,选民
64,immigration,1.076577075,移民
66,even,1.054455628,甚至
67,years,1.047081812,年份
68,make,1.032334181,使
69,she,1.006525827,她
70,think,0.973343657,认为
71,any,0.973343657,任何
72,union,0.965969841,联盟
73,party,0.958596026,党派
74,world,0.95122221,世界
75,such,0.947535302,这样的
76,debate,0.910666224,辩论
77,economic,0.906979316,经济
78,two,0.892231685,两个
79,where,0.873797146,哪里
81,day,0.862736423,天
82,market,0.859049515,市场
83,very,0.8516757,非常
85,want,0.836928068,想要
86,johnson,0.833241161,约翰逊
87,london,0.822180437,伦敦
88,first,0.807432806,第一
89,new,0.800058991,新的
90,take,0.796372083,采取
91,better,0.796372083,更好
93,see,0.785311359,看见
95,too,0.781624452,也
96,work,0.770563728,工作
97,still,0.76687682,仍
98,get,0.763189913,得到
99,both,0.763189913,两者都
101,public,0.755816097,大众
102,minister,0.752129189,部长
103,your,0.748442281,你的
104,own,0.73369465,拥有
105,well,0.730007743,好
107,farage,0.718947019,法拉奇
108,week,0.715260111,星期
109,england,0.711573204,英格兰
110,result,0.707886296,结果
112,right,0.696825572,正确
114,know,0.674704126,知道
115,going,0.674704126,走向
116,david,0.66733031,戴维
117,government,0.663643402,政府
118,might,0.663643402,可能
119,here,0.663643402,这里
121,why,0.648895771,为什么
123,part,0.630461232,部分
124,go,0.630461232,去
125,trade,0.626774324,贸易
126,leader,0.626774324,领导
127,ireland,0.612026693,爱尔兰
128,future,0.608339785,未来
129,gove,0.604652878,戈夫
130,prime,0.604652878,首要的
131,far,0.60096597,远
133,long,0.589905246,长
134,need,0.589905246,需要
138,former,0.582531431,前任
140,less,0.560409984,较少
142,corbyn,0.545662353,科尔宾
143,polls,0.545662353,民调
144,side,0.541975445,侧面
145,change,0.541975445,改变
146,national,0.538288537,全国性的
147,believe,0.53460163,相信
148,few,0.527227814,很少
149,great,0.527227814,伟大
150,told,0.527227814,告诉
151,left,0.523540906,左
152,does,0.519853998,做
153,never,0.516167091,从不
154,decision,0.516167091,决定
155,likely,0.516167091,好像
157,every,0.512480183,每个
158,politicians,0.512480183,政客
159,election,0.505106367,选举
160,saying,0.505106367,格言
161,financial,0.505106367,财政
162,cox,0.501419459,考克斯
163,must,0.497732552,必须
164,stay,0.490358736,保持
165,support,0.490358736,支持
166,bank,0.490358736,银行
168,put,0.486671828,放
170,same,0.482984921,相同
171,another,0.482984921,另一个
172,big,0.479298013,大
173,thursday,0.479298013,周四
174,together,0.475611105,一起
175,tory,0.475611105,保守党
176,things,0.475611105,事情
177,member,0.471924197,成员
178,however,0.471924197,然而
179,become,0.468237289,成为
180,end,0.468237289,结束
182,june,0.464550382,六月
185,feel,0.457176566,觉得
186,business,0.457176566,商业
187,free,0.453489658,自由
188,always,0.44980275,总是
189,northern,0.44980275,北方的
190,next,0.442428935,下一个
191,mp,0.442428935,议员
192,scotland,0.442428935,苏格兰
193,ukip,0.442428935,英国独立党
194,movement,0.442428935,运动
195,little,0.435055119,小量的
196,money,0.431368211,钱
197,pound,0.431368211,英镑
199,times,0.431368211,次数
200,yet,0.431368211,然而
201,point,0.427681304,点
202,single,0.423994396,单
203,question,0.423994396,问题
204,ever,0.420307488,曾经
205,membership,0.420307488,成员资格
206,social,0.41662058,社会的
207,jo,0.41662058,乔
208,life,0.412933673,生活
210,argument,0.409246765,争论
211,clear,0.409246765,清晰
212,news,0.405559857,新闻
213,friday,0.405559857,周五
214,today,0.405559857,今天
215,live,0.401872949,直播
216,rather,0.401872949,相当
217,best,0.401872949,最好
218,general,0.398186041,一般
219,towards,0.398186041,朝着
220,event,0.398186041,事件
221,guardian,0.398186041,卫报
222,though,0.394499134,然而
223,past,0.394499134,过去的
224,home,0.390812226,家
225,look,0.390812226,看
226,called,0.390812226,叫作
227,among,0.387125318,其中
228,brussels,0.387125318,布鲁塞尔
229,find,0.387125318,寻找
232,english,0.387125318,英国的
